ID,lat,lng,Severity,Weather Condition,Visibility (mi),Wind Speed (mph),Precipitation (in),hour,day,month,Description
A-4165903,39.773171,-104.837347,2,Fair,10,5,0,6,5,4,At I-225 - Accident.
A-4165908,39.77455,-104.853232,2,Fair,10,10,0,9,5,4,At Peoria St/Exit 281 - Accident.
A-4165910,38.907679,-105.979622,2,Fair,10,5,0,10,5,4,At US-285 (East) - Accident.
A-4165915,38.907679,-105.979622,2,Fair,10,5,0,11,5,4,At US-285 (East) - Accident.
A-4165916,38.87601,-105.985735,2,Fair,10,5,0,11,5,4,At US-285 (West) - Accident.
A-4165917,40.4335,-104.99255,2,Fair,10,10,0,11,5,4,At US-34/Eisenhower Blvd/Exit 257 - Accident.
A-4165918,39.630035,-104.905278,2,Fair,10,10,0,12,5,4,At I-225 - Accident.
A-4165919,40.43172,-104.99257,2,Fair,10,10,0,12,5,4,At US-34/Eisenhower Blvd/Exit 257 - Accident.
A-4165925,39.72573,-105.058798,2,Fair,30,10,0,13,5,4,At CO-121/Wadsworth Blvd - Accident.
A-4165934,39.73479,-105.01503,2,Fair,30,5,0,13,5,4,At US-40/CO-33/Colfax Ave/Exit 210 - Accident.
A-4165943,40.400383,-104.99328,2,Fair,10,15,0,15,5,4,At US-34/Eisenhower Blvd/Exit 257 - Accident.
A-4165954,39.77836,-104.895773,2,Fair,10,10,0,17,5,4,At Quebec St/Exit 278 - Accident.
A-4165958,40.291836,-104.277072,3,Fair,10,10,0,20,5,4,Closed at CR-87 - Road closed due to accident.
A-4165960,40.29124,-104.271351,3,Fair,10,10,0,20,5,4,Closed at Gilcrest - Road closed due to accident.
A-4165961,40.20925,-104.98035,2,Fair,10,5,0,18,5,4,At CO-66/Exit 243 - Accident.
A-4165964,39.72542,-105.022004,2,Fair,10,15,0,22,5,4,At CO-88/Federal Blvd - Accident.
A-4165966,39.72481,-105.01563,3,Fair,10,10,0,22,5,4,Ramp closed to I-25 Southbound - Road closed due to accident.
A-4165967,39.99806,-104.71886,3,Fair,10,15,0,22,5,4,Closed between Bromley Ave/Exit 22 and CO-52/Exit 31 - Road closed due to accident.
A-4165968,39.77836,-104.895773,2,Fair,10,10,0,22,5,4,At Quebec St/Exit 278 - Accident.
A-4165969,39.99806,-104.71886,3,Fair,10,15,0,22,5,4,Closed between 168th Ave/Exit 25 and CO-52/Exit 31 - Road closed due to accident.
A-4166341,39.824913,-104.966346,2,Fair,30,10,0,6,6,4,At I-76/Exit 1 - Accident.
A-4166342,39.82707,-104.97251,2,Fair,30,10,0,6,6,4,At I-76/Exit 1 - Accident. Lane blocked.
A-4166343,39.82707,-104.97251,1,Fair,30,0,0,7,6,4,At I-76/Exit 1 - Accident. Lane blocked.
A-4166355,39.183886,-104.85037,2,Fair,10,0,0,10,6,4,At County Line Rd/Exit 163 - Accident.
A-4166356,39.671491,-104.9282,2,Fair,10,5,0,12,6,4,At Evans Ave/Exit 203 - Accident.
A-4166357,39.72525,-105.19116,2,Fair,30,5,0,12,6,4,At CO-470/Johnson Rd - Accident.
A-4166358,39.740607,-104.82522,2,Fair,10,5,0,13,6,4,At US-40/US-287/Colfax Ave/Exit 10 - Accident.
A-4166360,39.740607,-104.82522,2,Fair,10,5,0,13,6,4,At US-40/US-287/Colfax Ave/Exit 10 - Accident.
A-4166361,39.853763,-104.986511,2,Fair,10,5,0,13,6,4,At Thornton Pky/Exit 220 - Accident.
A-4166362,39.740607,-104.82522,2,Fair,10,5,0,14,6,4,At US-40/US-287/Colfax Ave/Exit 10 - Accident.
A-4166363,39.282334,-104.896689,2,Fair,10,0,0,13,6,4,At Wilcox St/Plum Crk Pky/Exit 181 - Accident.
A-4166364,39.84497,-104.9846,2,Fair,10,5,0,13,6,4,Between US-36/Exit 217 and Thornton Pky/Exit 220 - Accident.
A-4166365,39.84497,-104.9846,2,Fair,30,0,0,14,6,4,Between 84th Ave/Exit 219 and Thornton Pky/Exit 220 - Accident.
A-4166366,39.946449,-104.98804,2,Fair,10,15,0,16,6,4,At 136th Ave - Accident.
A-4166368,39.638313,-104.887714,1,Fair,10,5,0,18,6,4,At Yosemite St/Exit 2 - Accident. Right lane blocked.
A-4166369,38.275016,-104.498032,2,Fair,10,5,0,21,6,4,At CO-233/Baxter Rd - Accident.
A-4166370,38.27512,-104.4949,2,Fair,10,5,0,21,6,4,Between CO-233/Baxter Rd and CO-231/36th Ln - Accident. Lane blocked.
A-4166371,39.77012,-104.99179,2,Fair,10,10,0,22,6,4,At I-70/Exit 214 - Accident.
A-4166372,39.93412,-104.79261,2,Fair,10,10,0,22,6,4,At 136th Ave/Exit 20 - Accident.
A-4166373,39.75895,-105.00748,1,Fair,10,10,0,22,6,4,At 20th St/Exit 212 - Accident.
A-4166658,39.9379,-104.78857,1,Fair,10,10,0,23,6,4,At 136th Ave/Exit 20 - Accident.
A-4166673,39.64345,-106.37395,2,Fair,10,10,0,10,7,4,At Vail Rd/Exit 176 - Accident.
A-4166678,39.72889,-105.01489,1,Fair,30,10,0,13,7,4,At US-6/6th Ave/Exit 209 - Accident. Left lane blocked.
A-4166679,39.314335,-104.88499,2,Fair,10,0,0,14,7,4,At Tomah Rd/Exit 174 - Accident.
A-4166680,39.900221,-104.988178,2,Fair,30,25,0,14,7,4,At 104th Ave/Exit 221 - Accident.
A-4166682,38.984905,-105.045649,2,Fair,10,15,0,16,7,4,At Green Mtn Falls Rd/Ute Pass Ave - Accident.
A-4166683,38.991112,-105.048686,3,Fair,10,15,0,16,7,4,Closed between CO-67 and Green Mtn Falls Rd/Ute Pass Ave - Road closed due to accident.
A-4166684,38.978613,-105.041556,3,Fair,10,15,0,16,7,4,Closed between Woodland Park and CO-67 - Road closed due to accident.
A-4166686,38.978613,-105.041556,3,Fair,10,15,0,16,7,4,Closed between Woodland Park and CO-67 - Road closed due to accident.
A-4166689,38.866423,-104.83326,2,Fair,10,10,0,18,7,4,At CO-38/Fillmore St/Exit 145 - Accident.
A-4166690,39.897632,-104.987501,3,Fair,30,20,0,18,7,4,At CO-128/120th Ave/Exit 223 - Accident. Two lanes blocked.
A-4166691,39.74118,-105.52206,2,Fair,10,5,0,19,7,4,Between CO-103/Exit 240 and CR-314/Exit 243 - Accident.
A-4166694,39.889345,-104.98746,2,Fair,30,25,0,19,7,4,At CO-128/120th Ave/Exit 223 - Accident. Two lanes blocked. Rescue and recovery work in progress.
A-4167180,39.105571,-104.864532,2,Fair,10,0,0,7,8,4,At County Line Rd/Exit 163 - Accident.
A-4167182,39.77012,-104.99179,2,Fair,10,15,0,6,8,4,At I-70/Exit 214 - Accident.
A-4167189,40.406643,-104.94255,2,Fair,10,5,0,12,8,4,At CR-17 - Accident.
A-4167190,37.372283,-105.922207,2,Fair,10,15,0,11,8,4,At CO-370/CR-10 S - Accident.
A-4167191,39.097874,-104.863916,2,Fair,10,5,0,19,8,4,At CO-105/Exit 161 - Accident.
A-4167192,38.240761,-104.229192,2,Fair,10,10,0,13,8,4,At CR-611/Boone Rd - Accident.
A-4167193,39.835804,-105.024092,2,Fair,30,20,0,15,8,4,At Federal Blvd - Accident.
A-4167194,39.8231,-104.9673,2,Fair,30,20,0,16,8,4,At I-270/Exit 6 - Accident.
A-4167195,39.729968,-105.208723,2,Fair,30,15,0,19,8,4,At Heritage Rd/Jefferson County Pky - Accident.
A-4167196,39.747618,-104.744466,2,Fair,10,10,0,18,8,4,At CO-32/Tower Rd/Exit 286 - Accident.
A-4167197,39.751705,-104.751834,2,Fair,10,10,0,18,8,4,At US-287/US-40/Exit 288 - Accident.
A-4167821,39.56366,-104.96533,2,Fair,10,15,0,8,9,4,At CO-177/University Blvd - Accident.
A-4167829,39.74984,-105.01722,2,Fair,30,5,0,8,9,4,At 23rd Ave/Exit 211 - Accident.
A-4167831,39.78491,-105.047861,2,Fair,30,5,0,8,9,4,At Lowell Blvd/Exit 271 - Accident.
A-4167835,38.112735,-103.877237,2,Fair,10,15,0,14,9,4,At CO-167/S Main St - Accident.
A-4167836,38.112735,-103.877237,3,Fair,10,15,0,14,9,4,At CO-167/S Main St - Accident.
A-4167837,38.115549,-103.892992,3,Fair,10,15,0,14,9,4,Closed at CO-207/Park St - Road closed due to accident.
A-4167838,39.776431,-104.875114,2,Fair,10,15,0,11,9,4,At Havana Street/Exit 280 - Accident.
A-4167839,38.272494,-104.553361,2,Fair,10,0,0,15,9,4,At CO-47/CO-96 - Accident.
A-4167840,38.272361,-104.562337,3,Fair,10,5,0,11,9,4,Closed at US-50 - Road closed due to accident.
A-4167841,38.27509,-104.55882,3,Fair,10,5,0,15,9,4,Closed between CO-47/CO-96 and 25th Ln - Road closed due to accident.
A-4167842,40.541107,-104.996145,2,Fair,10,10,0,13,9,4,At Prospect Rd/Exit 268 - Accident.
A-4167851,38.112972,-103.878024,2,Fair,10,15,0,14,9,4,At CO-207/Park St - Accident.
A-4167854,39.72176,-105.00898,1,Fair,30,5,0,15,9,4,At US-6/6th Ave/Exit 209 - Accident. Left lane blocked.
A-4167864,39.77619,-105.10964,2,Fair,30,5,0,15,9,4,At CO-51/CR-58/W 44th Ave - Accident.
A-4167866,39.77836,-104.895773,2,Fair,30,5,0,15,9,4,At Quebec St/Exit 278 - Accident.
A-4167874,40.440871,-104.99209,2,Fair,10,10,0,17,9,4,At CO-392/Exit 262 - Accident.
A-4167877,39.458174,-105.709294,2,Fair,10,15,0,19,9,4,Between CR-62/Geneva Rd/Guanella Pass Rd and CO-9/Main St - Accident.
A-4167878,39.22175,-105.99334,2,Fair,10,5,0,19,9,4,Between CO-9/Main St and CR-62/Geneva Rd/Guanella Pass Rd - Accident.
A-4167884,39.7834,-105.06587,2,Fair,30,0,0,19,9,4,At Harlan St/Exit 270 - Accident.
A-4167891,39.105571,-104.864532,2,Fair,10,10,0,21,9,4,At County Line Rd/Exit 163 - Accident.
A-4167892,39.08669,-104.86124,2,Fair,10,10,0,22,9,4,Between Baptist Rd/Exit 158 and County Line Rd/Exit 163 - Accident. emergency vehicles at scene.
A-4168572,39.08669,-104.86124,2,Fair,10,10,0,5,10,4,Between CO-105/Exit 161 and County Line Rd/Exit 163 - Accident. emergency vehicles at scene.
A-4168576,39.08669,-104.86124,2,Fair,10,15,0,5,10,4,Between Baptist Rd/Exit 158 and County Line Rd/Exit 163 - Accident. emergency vehicles at scene.
A-4168581,39.644777,-105.178717,2,Light Rain,0,10,0,8,10,4,At Hampden Ave - Accident.
A-4168585,39.602214,-104.888992,2,Light Rain,0,5,0,8,10,4,At Orchard Rd/Exit 198 - Accident.
A-4168590,39.77537,-104.860736,2,Light Rain,0,15,0,8,10,4,At Havana Street/Exit 280 - Accident.
A-4168591,39.6966,-104.82921,2,Light Rain,0,15,0,8,10,4,At Mississippi Ave/Exit 7 - Accident.
A-4168597,39.52926,-106.21624,3,Heavy Snow,0,5,0.02,10,10,4,Closed between CO-91/Exit 195 and Bighorn Rd/Exit 180 - Road closed due to accident. Road surface in poor condition.
A-4168599,39.57531,-106.11292,3,Light Snow,5,10,0,11,10,4,Closed between CO-9/Exit 203 and CR-1220/CR-1070/Exit 198 - Road closed due to accident. Road surface in poor condition.
A-4168600,39.856301,-104.987278,2,Light Rain,0,15,0,12,10,4,At 84th Ave/Exit 219 - Accident.
A-4168608,39.776431,-104.875114,2,Light Snow,0,15,0.04,13,10,4,At Havana Street/Exit 280 - Accident.
A-4168612,37.321006,-108.090171,3,Light Snow,5,10,0.01,16,10,4,Closed at CO-140 - Road closed due to accident.
A-4168613,37.316615,-108.077987,3,Light Snow,5,20,0,16,10,4,Closed at Highway 160 Business - Road closed due to accident.
A-4168614,40.449132,-104.99193,2,Heavy Snow,0,20,0,15,10,4,At CO-392/Exit 262 - Accident.
A-4168628,39.516843,-104.867828,2,Heavy Snow,0,25,0,20,10,4,At Ridgegate Pkwy/Exit 192 - Accident.
A-4168629,39.98766,-105.23704,2,Light Snow,0,15,0,18,10,4,At Table Mesa Dr - Accident.
A-4168630,39.72525,-105.134316,2,Light Snow,0,15,0,18,10,4,At Union Blvd/Simms St - Accident.
A-4168631,39.50189,-104.87458,2,Light Snow,0,20,0.01,18,10,4,At Oak Ln/Exit 190 - Accident. Two lanes blocked.
A-4168634,39.555111,-104.870529,2,Light Snow,0,20,0,20,10,4,At CO-470/E-470/Exit 194 - Accident.
A-4168635,39.783931,-104.98937,2,Heavy Snow,0,10,0,20,10,4,At I-70/Exit 214 - Accident.
A-4168636,39.77133,-104.99073,2,Heavy Snow,0,10,0,19,10,4,At Park Ave/Exit 213 - Accident.
A-4168638,39.341909,-106.05302,2,Light Snow,5,10,0.01,20,10,4,At CR-850/Blue Lakes Rd - Accident.
A-4168639,39.78343,-105.06275,2,Light Snow,0,10,0,20,10,4,At Harlan St/Exit 270 - Accident.
A-4168641,39.72542,-105.022004,2,Light Snow,0,10,0,20,10,4,At CO-88/Federal Blvd - Accident.
A-4168643,39.7258,-105.00963,3,Light Snow,0,10,0,20,10,4,Ramp closed to US-6/6th Ave/Exit 209 - Road closed due to accident.
A-4168644,39.508202,-104.87215,2,Heavy Snow,0,25,0,20,10,4,Between Ridgegate Pkwy/Exit 192 and Oak Ln/Exit 190 - Accident. Two lanes blocked.
A-4169278,38.07649,-104.70708,2,Fair,10,10,0,5,11,4,At Verde Rd/Exit 87 - Accident.
A-4169279,39.91651,-105.09426,2,Fair,10,5,0,5,11,4,At Wadsworth Pky/CO-121/CO-128 - Accident.
A-4169280,39.924412,-105.110708,2,Fair,10,5,0,5,11,4,At E Flatiron Crossing Dr - Accident.
A-4169281,39.671491,-104.9282,2,Light Snow,0,5,0,5,11,4,At Evans Ave/Exit 203 - Accident.
A-4169282,39.630035,-104.905278,2,Light Snow,0,5,0,5,11,4,At I-225 - Accident.
A-4169283,39.74211,-104.82549,2,Light Snow,0,5,0.03,5,11,4,At US-40/US-287/Colfax Ave/Exit 10 - Accident.
A-4169284,39.78491,-105.047861,2,Fair,10,5,0,6,11,4,At Lowell Blvd/Exit 271 - Accident.
A-4169285,39.72536,-105.118366,2,Fair,20,5,0,6,11,4,At CO-391/Kipling St - Accident.
A-4169286,39.70043,-104.8292,2,Fair,5,5,0,7,11,4,At Mississippi Ave/Exit 7 - Accident.
A-4169287,39.289595,-104.895339,2,Light Snow,5,15,0,6,11,4,At Wilcox St/Plum Crk Pky/Exit 181 - Accident.
A-4169289,39.630035,-104.905278,2,Fair,10,5,0,7,11,4,At I-225 - Accident.
A-4169290,39.752267,-105.05325,3,Fair,15,5,0,7,11,4,Closed at W 29th Ave - Road closed due to accident.
A-4169291,39.752267,-105.05325,3,Fair,15,5,0,7,11,4,Closed at 26th Ave - Road closed due to accident.
A-4169292,39.53177,-104.86793,2,Fair,10,5,0,7,11,4,At Lincoln Ave/Exit 193 - Accident.
A-4169293,39.95233,-104.98792,2,Fair,10,5,0,7,11,4,At E 144th Ave/Exit 226 - Accident.
A-4169295,39.67921,-105.90351,3,Fair,10,10,0,8,11,4,Closed between Eisenhower Memorial Tunl (East) and US-6/CO-9/Exit 205 - Road closed due to accident.
A-4169297,39.8231,-104.9673,2,Fair,15,5,0,8,11,4,At I-270/Exit 6 - Accident.
A-4169298,39.644777,-105.178717,2,Fair,15,5,0,8,11,4,At Hampden Ave - Accident.
A-4169299,39.72536,-105.118366,2,Fair,15,5,0,9,11,4,At CO-391/Kipling St - Accident.
A-4169302,39.78313,-105.00687,2,Fair,15,5,0,8,11,4,At Pecos St/Exit 273 - Accident.
A-4169304,39.72537,-105.11301,3,Fair,15,5,0,9,11,4,Ramp closed to CO-391/Kipling St - Road closed due to accident.
A-4169305,39.671491,-104.9282,2,Fair,10,5,0,9,11,4,At Evans Ave/Exit 203 - Accident.
A-4169306,39.67538,-104.93097,3,Fair,10,5,0,10,11,4,Ramp closed to Evans Ave/Exit 203 - Road closed due to accident.
A-4169307,39.628624,-105.01047,2,Fair,10,5,0,10,11,4,At CO-88/W Belleview Ave - Accident.
A-4169308,39.970151,-104.98801,2,Fair,10,0,0,10,11,4,At E-470/Northwest Pky - Accident.
A-4169322,37.134291,-104.521441,3,Fair,10,10,0,14,11,4,Closed between Van Buren St/Exit 13 and US-85/Exit 8 - Road closed due to accident.
A-4169323,37.13956,-104.52021,3,Fair,10,10,0,14,11,4,Closed between Van Buren St/Exit 13 and US-85/Exit 8 - Road closed due to accident.
A-4169324,37.134291,-104.521441,3,Fair,10,10,0,15,11,4,Closed between CR-69.4/Exit 11 and US-85/Exit 8 - Road closed due to accident.
A-4169328,38.42878,-104.60741,2,Fair,10,15,0,16,11,4,At CR-110/Pace Rd/Exit 110 - Accident.
A-4169329,39.63541,-104.90282,1,Fair,10,5,0,16,11,4,Ramp to I-225 - Accident. Lane blocked.
A-4169330,39.77836,-104.895773,2,Fair,10,5,0,16,11,4,At Quebec St/Exit 278 - Accident.
A-4169331,39.777297,-104.881757,1,Fair,10,10,0,17,11,4,At I-70/US-36 - Accident. Right lane blocked.
A-4169332,39.77825,-104.88298,1,Fair,10,10,0,17,11,4,Ramp to I-270/Exit 279 - Accident. Right lane blocked.
A-4169333,39.77643,-104.87299,1,Fair,10,10,0,17,11,4,Ramp to Central Park Blvd - Accident. Right lane blocked.
A-4169339,38.850885,-104.831941,2,Fair,10,10,0,17,11,4,At Uintah St/Exit 143 - Accident.
A-4169352,39.65813,-104.92051,2,Fair,10,10,0,22,11,4,At Yale Ave/Exit 202 - Accident.
A-4170017,39.538632,-104.768909,3,Fair,10,10,0,7,12,4,Closed at Parker Rd - Road closed due to accident.
A-4170018,39.53753,-104.76814,3,Fair,10,10,0,7,12,4,Closed at Parker Rd - Road closed due to accident.
A-4170025,38.879471,-104.946412,2,Fair,10,10,0,10,12,4,At US-24-BL/Manitou Ave (West) - Accident.
A-4170032,39.788431,-104.904851,2,Fair,10,10,0,9,12,4,At US-85/CO-2/Vasquez Blvd/Exit 2 - Accident.
A-4170033,39.53177,-104.86793,2,Fair,10,10,0,9,12,4,At Lincoln Ave/Exit 193 - Accident.
A-4170039,38.31632,-104.61546,2,Fair,10,10,0,11,12,4,At US-50/Exit 101 - Accident.
A-4170040,39.856301,-104.987278,2,Fair,10,0,0,12,12,4,At 84th Ave/Exit 219 - Accident.
A-4170048,39.87168,-104.9877,2,Fair,10,0,0,12,12,4,At Thornton Pky/Exit 220 - Accident.
A-4170050,38.114482,-102.629469,2,Fair,10,0,0,16,12,4,At US-287 - Accident.
A-4170051,38.114631,-102.627776,2,Fair,10,0,0,16,12,4,At CO-196 - Accident.
A-4170054,39.824913,-104.966346,2,Fair,10,5,0,14,12,4,At I-76/Exit 1 - Accident.
A-4170056,39.342034,-104.874956,2,Light Rain,10,5,0,13,12,4,At Tomah Rd/Exit 174 - Accident.
A-4170060,39.7873,-104.98934,2,Fair,10,5,0,14,12,4,At I-70/Exit 214 - Accident.
A-4170062,39.885439,-104.98767,2,Fair,10,5,0,14,12,4,At 104th Ave/Exit 221 - Accident.
A-4170064,39.76038,-105.00582,2,Fair,10,5,0,14,12,4,At 20th St/Exit 212 - Accident.
A-4170065,39.77989,-104.9858,2,Fair,10,0,0,14,12,4,At I-25/US-87/Valley Hwy/Exit 274 - Accident.
A-4170074,38.115583,-102.619921,1,Fair,10,0,0,16,12,4,Between CO-196 and Wiley - Accident. Center lane blocked.
A-4170076,39.698485,-105.231244,1,Fair,10,5,0,17,12,4,At Grapevine Rd/Exit 256 - Accident. Right lane blocked.
A-4170087,39.349147,-104.872365,2,Light Snow,0,15,0,15,12,4,At Tomah Rd/Exit 174 - Accident.
A-4170088,39.77969,-104.971915,2,Fair,10,0,0,16,12,4,At Brighton Blvd/Exit 275 - Accident.
A-4170089,39.78002,-104.9593,1,Fair,10,5,0,17,12,4,At York St/Exit 275 - Accident. Left lane blocked.
A-4170090,39.366427,-104.865661,1,Fair,10,15,0,17,12,4,At Wilcox St/Plum Crk Pky/Exit 181 - Accident. Right lane blocked.
A-4170093,39.337434,-104.876639,2,Heavy Snow,0,10,0,16,12,4,At Tomah Rd/Exit 174 - Accident. Right lane blocked.
A-4170094,39.77969,-104.971915,2,Fair,10,5,0,16,12,4,At Brighton Blvd/Exit 275 - Accident.
A-4170095,39.77993,-104.972689,2,Fair,10,5,0,16,12,4,At Washington St/Exit 275A - Accident.
A-4170100,39.77969,-104.971915,2,Fair,10,5,0,16,12,4,At Brighton Blvd/Exit 275 - Accident.
A-4170104,39.337434,-104.876639,1,Fair,10,15,0,17,12,4,At Tomah Rd/Exit 174 - Accident. Right lane blocked.
A-4170112,39.635563,-104.894489,1,Light Snow,5,15,0,17,12,4,Between Yosemite St/Exit 2 and I-25/Exit 1 - Accident. Right lane blocked.
A-4170122,39.8304,-105.00535,2,Light Snow,5,5,0,22,12,4,At Pecos St - Accident.
A-4170123,39.815443,-104.98299,2,Light Snow,5,5,0,22,12,4,At I-76/Exit 216 - Accident.
A-4170437,39.740726,-105.497334,3,Fair,10,0,0,4,13,4,Closed between CO-103/Exit 240 and CR-314/Exit 243 - Road closed due to accident.
A-4170445,39.863804,-104.98748,2,Fair,10,10,0,7,13,4,At Thornton Pky/Exit 220 - Accident.
A-4170449,39.723457,-105.011526,2,Fair,10,5,0,11,13,4,At US-6/6th Ave/Exit 209 - Accident.
A-4170453,39.113239,-104.865383,2,Fair,10,10,0,11,13,4,At County Line Rd/Exit 163 - Accident.
A-4170454,39.72176,-105.00898,1,Fair,10,5,0,12,13,4,At US-6/6th Ave/Exit 209 - Accident.
A-4170456,39.856301,-104.987278,2,Fair,10,0,0,13,13,4,At 84th Ave/Exit 219 - Accident.
A-4170457,39.566223,-104.872419,2,Light Snow,10,5,0,12,13,4,At County Line Rd/Exit 195 - Accident.
A-4170458,39.10664,-108.44135,2,Fair,10,15,0,14,13,4,At CR-37.30/Elberta Ave/Exit 42 - Accident.
A-4170459,39.563392,-104.888445,2,Light Snow,0,5,0.01,14,13,4,At Yosemite St - Accident.
A-4170462,39.134844,-104.862869,2,Fair,10,10,0,16,13,4,At Greenland Rd/Exit 167 - Accident.
A-4170464,39.113239,-104.865383,2,Light Snow,5,5,0,16,13,4,At County Line Rd/Exit 163 - Accident.
A-4170465,37.83587,-104.82857,2,Unknown,0,0,0,16,13,4,Between CR-110/CR-650/Exit 64 and Graneros Rd/Exit 71 - Accident.
A-4170466,37.891732,-104.8291,2,Unknown,0,0,0,16,13,4,Between Graneros Rd/Exit 71 and CR-110/CR-650/Exit 64 - Accident.
A-4170468,38.42608,-105.02658,2,Fair,10,5,0,16,13,4,At CR-123/3rd St - Accident.
A-4170469,40.449132,-104.99193,2,Fair,10,5,0,16,13,4,At CO-392/Exit 262 - Accident.
A-4170470,38.428094,-105.025085,2,Fair,10,5,0,16,13,4,At Broadway St/Marilynn Dr - Accident.
A-4170471,38.42608,-105.02658,2,Fair,10,5,0,16,13,4,At CR-123/3rd St - Accident.
A-4170472,39.900221,-104.988178,2,Fair,10,5,0,17,13,4,At 104th Ave/Exit 221 - Accident.
A-4170475,38.42844,-104.60775,2,Fair,10,5,0.01,19,13,4,At Purcell Blvd/Exit 108 - Accident.
A-4170476,39.555111,-104.870529,2,Fair,10,10,0,21,13,4,At CO-470/E-470/Exit 194 - Accident.
A-4170725,39.02848,-104.83647,3,Fair,10,0,0,3,14,4,Closed at Gleneagle Dr/Exit 156 - Road closed due to accident.
A-4171148,39.911712,-104.99036,2,Fair,10,0,0,1,15,4,At CO-128/120th Ave/Exit 223 - Accident.
A-4171149,39.91696,-104.98861,2,Fair,10,5,0,3,15,4,At CO-128/120th Ave/Exit 223 - Accident. Lane closed.
A-4171152,39.78395,-105.02839,2,Fair,10,5,0,7,15,4,At Federal Blvd/Exit 272 - Accident.
A-4171154,39.77999,-104.9519,2,Fair,10,5,0,7,15,4,At Steele St/Exit 276 - Accident.
A-4171156,38.15648,-104.64787,2,Fair,10,5,0,9,15,4,At Burnt Mill Road/Exit 88 - Accident.
A-4171157,39.77836,-104.895773,2,Fair,10,5,0,8,15,4,At Quebec St/Exit 278 - Accident.
A-4171165,39.78004,-104.93171,2,Fair,10,5,0,9,15,4,At Monaco St/Exit 277 - Accident.
A-4171176,39.783247,-105.127782,2,Fair,10,5,0,11,15,4,At Kipling St/Exit 267 - Accident.
A-4171180,40.07994,-105.28222,3,Fair,10,10,0,12,15,4,Closed at Longhorn Rd - Road closed due to accident.
A-4171181,40.079596,-105.282306,3,Fair,10,10,0,12,15,4,Closed at CR-34/Neva Rd - Road closed due to accident.
A-4171185,39.77829,-104.897431,2,Fair,20,0,0,19,15,4,At I-270/Exit 279 - Accident.
A-4171190,39.63005,-104.90502,2,Fair,10,10,0,16,15,4,At I-225 - Accident.
A-4171200,38.873342,-104.75707,2,Fair,10,15,0,19,15,4,At Academy Blvd - Accident. Two lanes blocked.
A-4171203,39.657307,-105.00008,2,Fair,10,5,0,19,15,4,At US-285/W Hampden Ave - Accident.
A-4171695,38.274339,-104.524478,3,Fair,10,5,0,1,16,4,Closed at Paul Harvey Blvd - Road closed due to accident. Fallen power cables. Danger.
A-4171697,39.922161,-105.09063,3,Fair,10,5,0,23,15,4,Closed between W Midway Blvd and Longmont - Road closed due to accident.
A-4171698,40.132241,-105.10254,3,Fair,10,5,0,23,15,4,Closed between Longmont and W Midway Blvd - Road closed due to accident.
A-4171699,39.79794,-104.98667,2,Fair,10,0,0,2,16,4,At 58th Ave/Exit 215 - Accident.
A-4171700,39.79849,-104.98617,2,Fair,10,0,0,2,16,4,At 58th Ave/Exit 215 - Accident. Three lanes blocked.
A-4171701,39.79849,-104.98617,2,Fair,10,0,0,2,16,4,At 58th Ave/Exit 215 - Accident.
A-4171711,39.56355,-104.9562,2,Fair,10,5,0,9,16,4,At CO-177/University Blvd - Accident.
A-4171718,39.556231,-107.7755,3,Fair,10,20,0,11,16,4,Closed at Dokes Ln - Road closed due to accident.
A-4171736,39.776431,-104.875114,2,Fair,10,10,0,15,16,4,At Havana Street/Exit 280 - Accident.
A-4171745,39.70103,-104.98754,2,Fair,10,15,0,17,16,4,At I-25/US-87 - Accident.
A-4171746,39.63005,-104.90502,2,Fair,10,15,0,17,16,4,At I-225 - Accident.
A-4171749,39.723457,-105.011526,2,Fair,15,10,0,18,16,4,At US-6/6th Ave/Exit 209 - Accident.
A-4171751,39.64871,-104.9161,2,Fair,10,5,0,22,16,4,At I-225 - Accident.
A-4172268,39.72558,-105.058952,2,Fair,30,10,0,7,17,4,At CO-95/Sheridan Blvd - Accident.
A-4172270,39.835279,-105.021517,2,Fair,30,0,0,6,17,4,At Federal Blvd - Accident.
A-4172276,39.76038,-105.00582,2,Fair,30,10,0,7,17,4,At 20th St/Exit 212 - Accident.
A-4172289,39.780833,-105.789848,2,Fair,10,15,0,16,17,4,At CR-202/Henderson Mine Rd - Accident.
A-4172306,39.71689,-105.39796,1,Fair,10,15,0,15,17,4,Between Clear Creek/Jefferson Co Line and Beaver Brook Dr/Exit 247 - Accident. Right lane blocked.
A-4172307,39.62303,-105.19424,1,Fair,30,5,0,15,17,4,Between CO-8 and CR-120/S Parmalee Gulch Rd - Accident. Right lane blocked.
A-4172308,39.63005,-104.90502,2,Fair,10,5,0,15,17,4,At I-225 - Accident.
A-4172309,39.787578,-105.788275,2,Fair,10,15,0,16,17,4,At Main St/Bard Creek Rd - Accident. Single alternate lane traffic.
A-4172310,39.62951,-104.90471,2,Fair,10,5,0,15,17,4,At I-225 - Accident. in the right lane.
A-4172311,39.62951,-104.90471,1,Fair,10,5,0,15,17,4,At I-225 - Accident. in the right lane.
A-4172316,38.85978,-104.75715,1,Fair,10,5,0,19,17,4,At Academy Blvd - Accident. in the left lane.
A-4172317,38.85972,-104.75735,1,Fair,10,5,0,19,17,4,At Academy Blvd - Accident. in the left lane.
A-4172319,39.7873,-104.98934,2,Fair,10,10,0,18,17,4,At I-70/Exit 214 - Accident.
