ID,lat,lng,Severity,Weather Condition,Visibility (mi),Wind Speed (mph),Precipitation (in),hour,day,month,Description
A-3749015,39.73597,-105.0144,2,Fair,10,5,0,23,22,12,At US-40/CO-33/Colfax Ave/Exit 210 - Accident.
A-3749016,39.56778,-107.52108,2,Fair,10,0,0,23,22,12,At 9th St/Exit 97 - Accident.
A-3749022,39.78395,-105.02839,1,Fair,10,5,0,5,23,12,At Federal Blvd/Exit 272 - Accident.
A-3749029,39.71259,-105.3036,2,Fair,30,0,0,10,23,12,At Genesee Dr/Moss Rock Rd/Exit 253 - Accident.
A-3749040,39.47962,-104.8726,2,Fair,10,10,0,17,23,12,At Castle Pines Pky/Exit 188 - Accident.
A-3749041,39.78009,-104.93226,2,Fair,30,10,0,15,23,12,At Dahlia St/Exit 277 - Accident.
A-3751031,38.93538,-105.19425,2,Fair,10,0,0,6,24,12,At CR-1/Costello Ave - Accident.
A-3751044,39.69794,-104.82915,2,Fair,10,5,0,9,24,12,At Mississippi Ave/Exit 7 - Accident.
A-3751053,39.82731,-104.98285,2,Fair,30,5,0,13,24,12,At I-25 (North) - Accident.
A-3751054,39.59465,-106.25116,2,Fair,10,10,0,13,24,12,At Bighorn Rd/Exit 180 - Accident.
A-3751072,39.6836,-105.08143,3,Fair,10,10,0,22,24,12,Closed between W Florida Ave and CO-8/W Morrison Rd - Road closed due to accident. Construction work.
A-3751073,39.68128,-105.08146,3,Fair,10,10,0,22,24,12,Closed between CO-8/W Morrison Rd and W Florida Ave - Road closed due to accident. Construction work.
A-3751074,38.71525,-104.72687,2,Fair,10,5,0,22,24,12,At CO-16/Exit 132 - Accident.
A-3751834,38.799,-105.12012,2,Fair,10,5,0,7,25,12,At CR-61/Four Mine Rd (North) - Accident.
A-3751835,38.799,-105.12012,2,Fair,10,5,0,7,25,12,At CR-81/Lazy S Ranch Rd - Accident.
A-3751838,39.82354,-104.96412,2,Fair,10,10,0,7,25,12,At I-270/Exit 6 - Accident.
A-3751856,39.65562,-105.00063,2,Fair,10,15,0,12,25,12,At US-285/W Hampden Ave - Accident.
A-3751871,39.47887,-104.8724,2,Fair,10,5,0,19,25,12,At Oak Ln/Exit 190 - Accident.
A-3751872,39.79983,-105.02965,2,Fair,10,5,0,19,25,12,At US-287/Federal Blvd/Exit 3 - Accident.
A-3751873,39.79962,-105.02959,2,Fair,10,5,0,19,25,12,At US-287/Federal Blvd/Exit 3 - Accident.
A-3751874,39.60499,-104.89093,2,Fair,10,10,0,20,25,12,At CO-88/Arapahoe Rd/Exit 197 - Accident.
A-3752657,40.56134,-105.00154,2,Fair,10,5,0,6,26,12,At CO-68/Harmony Rd/Exit 265 - Accident.
A-3752664,38.31592,-104.61543,2,Fair,10,0,0,8,26,12,At US-50/Exit 101 - Accident.
A-3752667,39.77966,-104.97238,2,Fog,0,15,0,8,26,12,At Brighton Blvd/Exit 275 - Accident.
A-3752672,40.08,-104.8488,3,Fog,0,0,0,8,26,12,Closed at County Road 21 - Road closed due to accident.
A-3752673,40.08005,-104.86745,3,Fog,0,0,0,8,26,12,Closed at County Road 23 - Road closed due to accident.
A-3752674,40.08005,-104.86745,3,Fair,5,0,0,10,26,12,Closed at US-85 - Road closed due to accident.
A-3752675,40.08,-104.8488,3,Fair,5,0,0,10,26,12,Closed at CR-19 - Road closed due to accident.
A-3752685,39.72279,-105.01065,2,Fair,5,0,0,11,26,12,At US-6/6th Ave/Exit 209 - Accident.
A-3752690,39.18044,-104.85028,2,Fair,10,5,0,12,26,12,At County Line Rd/Exit 163 - Accident.
A-3752701,39.91227,-104.81958,1,Fair,10,10,0,15,26,12,At CO-2/Exit 16 - Accident. Lane blocked.
A-3754280,40.547,-104.99819,2,Fair,10,0,0,10,27,12,At CO-68/Harmony Rd/Exit 265 - Accident.
A-3754281,40.54706,-104.99789,2,Fair,10,0,0,10,27,12,At Prospect Rd/Exit 268 - Accident.
A-3754291,38.88793,-104.95571,2,Fair,10,5,0,12,27,12,At Chipita Park Rd - Accident.
A-3754292,39.35653,-106.05986,2,Light Snow,0,0,0,12,27,12,At CR-10/Park Hill Rd - Accident.
A-3754307,39.68491,-104.95162,1,Fog,5,5,0,16,27,12,Between CO-2/Colorado Blvd/Exit 204 and Downing St/Exit 206 - Accident. Left lane blocked.
A-3754308,39.74984,-105.01722,2,Fair,10,5,0,15,27,12,At 23rd Ave/Exit 211 - Accident.
A-3754309,39.7595,-105.65402,2,Fair,10,0,0,15,27,12,At US-40/Exit 232 - Accident.
A-3754310,39.75418,-105.65942,2,Light Snow,5,5,0,16,27,12,At US-40/Exit 232 - Multi-vehicle accident involving vehicle.
A-3754313,39.85576,-104.98695,2,Fair,10,5,0,16,27,12,At Thornton Pky/Exit 220 - Accident.
A-3754314,39.75418,-105.65942,1,Light Snow,5,5,0,18,27,12,At US-40/Exit 232 - Multi-vehicle accident involving vehicle.
A-3754315,39.85362,-104.98648,1,Fair,10,5,0,16,27,12,At Thornton Pky/Exit 220 - Accident. Right lane blocked.
A-3754317,39.75418,-105.65942,2,Light Snow,5,5,0,16,27,12,At US-40/Exit 232 - Multi-vehicle accident involving vehicle.
A-3754336,39.66946,-104.82955,2,Fair,5,5,0,21,27,12,At CO-83/Parker Rd/Exit 4 - Accident.
A-3754339,39.88472,-104.98766,2,Fair,5,5,0,22,27,12,At 104th Ave/Exit 221 - Accident.
A-3754341,39.88858,-104.98768,2,Fair,5,5,0,22,27,12,At 104th Ave/Exit 221 - Accident. Two lanes blocked.
A-3754342,39.88858,-104.98768,2,Fair,5,5,0,22,27,12,At 104th Ave/Exit 221 - Accident. Two lanes blocked.
A-3755949,39.63217,-104.90596,2,Light Snow,0,15,0.01,7,28,12,At I-225 - Accident.
A-3755953,39.78924,-104.90619,2,Light Snow,0,20,0,9,28,12,At US-85/CO-2/Vasquez Blvd/Exit 2 - Accident.
A-3755961,40.18388,-108.50728,3,Fair,10,0,0,10,28,12,Closed at Dinosaur - Road closed due to accident.
A-3755962,40.18409,-108.5117,3,Fair,10,0,0,10,28,12,Closed at Rifle - Road closed due to accident.
A-3755963,39.68426,-104.82898,2,Light Snow,5,15,0,11,28,12,At Iliff Ave/Exit 5 - Accident.
A-3755964,39.78376,-105.04457,2,Fair,5,15,0,10,28,12,At Sheridan Blvd/Exit 271 - Accident.
A-3755965,39.67841,-104.82897,2,Light Snow,0,15,0.02,10,28,12,At Iliff Ave/Exit 5 - Accident. Two lanes blocked.
A-3755968,39.78363,-105.03142,2,Fair,5,15,0,10,28,12,At Lowell Blvd/Exit 271 - Accident. Two lanes blocked.
A-3755975,37.95766,-104.79942,2,Fair,10,30,0,14,28,12,At CO-165/Exit 74 - Accident.
A-3755983,39.36824,-104.86484,2,Light Snow,0,40,0,12,28,12,At Wilcox St/Plum Crk Pky/Exit 181 - Accident.
A-3755984,39.6298,-104.90516,2,Light Snow,0,20,0,13,28,12,At I-225 - Accident.
A-3755987,39.78042,-104.99044,1,Heavy Snow,0,20,0,13,28,12,At I-25/US-87/Valley Hwy/Exit 274 - Accident.
A-3755988,39.78042,-104.99044,1,Fog,0,20,0,13,28,12,At I-25/US-87/Valley Hwy/Exit 274 - Accident.
A-3755989,37.63082,-104.76795,2,Heavy Snow,0,5,0,14,28,12,At CO-10/Exit 50 - Accident.
A-3755990,40.20336,-105.07256,2,Fair,10,15,0,13,28,12,At Pace St - Accident.
A-3755991,40.20336,-105.07256,2,Fair,10,15,0,13,28,12,At CR-1/E County Line Rd - Accident.
A-3755992,40.20339,-105.07118,3,Fair,10,15,0,14,28,12,Closed between CR-1/E County Line Rd and US-287/Main St/N 107th St - Road closed due to accident.
A-3755993,40.20331,-105.07591,3,Fair,10,15,0,14,28,12,Closed between US-287/Main St/N 107th St and CR-1/E County Line Rd - Road closed due to accident.
A-3755994,40.20331,-105.07591,3,Fair,10,15,0,14,28,12,Closed between US-287/Main St/N 107th St and CR-1/E County Line Rd - Road closed due to accident.
A-3755995,39.29875,-104.89064,2,Light Snow,0,0,0,14,28,12,At Tomah Rd/Exit 174 - Accident.
A-3755996,40.20339,-105.07118,3,Fair,10,15,0,14,28,12,Closed between CR-1/E County Line Rd and US-287/Main St/N 107th St - Road closed due to accident.
A-3755997,39.7254,-105.15401,2,Fair,5,15,0,15,28,12,At Denver West Colorado Mills Blvd - Accident.
A-3756014,38.60514,-107.97337,3,Light Snow,5,5,0,20,28,12,Closed between Montrose and Delta - Road closed due to accident.
A-3756015,39.12382,-104.86469,2,Light Snow,10,15,0,20,28,12,At County Line Rd/Exit 163 - Accident.
A-3756016,39.12382,-104.86469,2,Light Snow,10,15,0,21,28,12,At County Line Rd/Exit 163 - Accident.
A-3756872,37.14633,-104.5195,2,Fair,10,5,0,0,29,12,At Van Buren St/Exit 13 - Accident.
A-3756878,40.88204,-106.30385,3,Fair,5,5,0,10,29,12,Closed at JC Rd 8B - Road closed due to accident.
A-3756879,40.86365,-106.31158,3,Fair,5,5,0,10,29,12,Closed at CO-127 - Road closed due to accident.
A-3756880,40.86365,-106.31158,3,Fair,10,5,0,10,29,12,Closed at CO-127 - Road closed due to accident.
A-3756881,37.21428,-104.49411,2,Fair,10,5,0,11,29,12,At El Moro Rd/Exit 18 - Accident.
A-3756885,39.67228,-104.92905,2,Fair,10,5,0,14,29,12,At Yale Ave/Exit 202 - Accident.
A-3756886,39.69487,-105.77442,2,Fair,10,5,0,14,29,12,At Woodward Ave/Exit 226 - Accident.
A-3756887,39.31275,-104.88526,2,Fair,10,5,0,16,29,12,At Wilcox St/Plum Crk Pky/Exit 181 - Accident.
A-3756888,39.76401,-105.59915,2,Fair,10,10,0,15,29,12,At CR-308/Exit 235 - Accident.
A-3756889,37.15404,-102.61544,2,Unknown,0,15,0,16,29,12,At Colorado/Oklahoma State Line - Accident.
A-3756890,39.85574,-104.98716,2,Fair,30,10,0,16,29,12,At 84th Ave/Exit 219 - Accident.
A-3756894,39.85576,-104.98695,2,Fair,30,0,0,19,29,12,At Thornton Pky/Exit 220 - Accident.
A-3756895,39.84236,-104.98402,2,Fair,30,0,0,20,29,12,At 84th Ave/Exit 219 - Accident.
A-3756896,39.78329,-105.06261,2,Fair,10,0,0,21,29,12,At Harlan St/Exit 270 - Accident.
A-3756897,38.95977,-104.80126,2,Fair,10,5,0,20,29,12,At Academy Blvd/Exit 150 - Accident.
A-3756900,39.84236,-104.98402,2,Fair,30,0,0,20,29,12,At 84th Ave/Exit 219 - Accident.
A-3758282,39.6584,-104.9209,2,Fair,10,10,0,7,30,12,At US-285/Hampden Ave/Exit 201 - Accident.
A-3758288,39.74028,-104.71608,3,Fair,10,10,0,8,30,12,Closed between CO-36/Tower Rd/Exit 292 and CO-32/Tower Rd/Exit 286 - Road closed due to accident. Road marking work.
A-3758324,39.7903,-105.78482,2,Fair,10,10,0,10,30,12,At Winter Park Dr - Accident.
A-3758326,39.7903,-105.78482,2,Fair,10,10,0,10,30,12,At CR-202/Henderson Mine Rd - Accident.
A-3758328,39.31275,-104.88526,2,Fair,10,5,0,10,30,12,At Wilcox St/Plum Crk Pky/Exit 181 - Accident.
A-3758330,39.24507,-104.87988,2,Fair,10,5,0,11,30,12,At Upper Lake Gulch Rd/Exit 172 - Accident.
A-3758335,39.23155,-104.87775,2,Fair,10,5,0,14,30,12,At Greenland Rd/Exit 167 - Accident.
A-3758336,39.70512,-106.72786,2,Fair,10,0,0,14,30,12,At Eby Creek Rd/Exit 147 - Accident.
A-3758337,39.70493,-106.72771,2,Fair,10,0,0,15,30,12,At CO-131/Exit 157 - Accident.
A-3758338,39.70512,-106.72786,2,Fair,10,0,0,15,30,12,At Eby Creek Rd/Exit 147 - Accident.
A-3758339,39.7749,-104.8572,2,Fair,10,10,0,17,30,12,At Peoria St/Exit 281 - Accident.
A-3758343,39.56058,-105.1184,2,Fair,10,5,0,18,30,12,At Kipling Pky - Accident.
A-3758344,39.82397,-104.96131,2,Fair,30,5,0,18,30,12,At I-270/Exit 6 - Accident.
A-3758345,39.67228,-104.92905,2,Fair,10,5,0,18,30,12,At Yale Ave/Exit 202 - Accident.
A-3758346,39.89933,-104.98773,2,Fair,30,5,0,19,30,12,At CO-128/120th Ave/Exit 223 - Accident.
A-3759421,39.82379,-104.96419,2,Fair,30,5,0,6,31,12,At I-270/Exit 6 - Accident.
A-3759426,39.82745,-104.98729,2,Fair,30,5,0,7,31,12,At Broadway - Accident.
A-3759427,40.50388,-104.99187,2,Fair,10,5,0,8,31,12,At CO-392/Exit 262 - Accident.
A-3759438,39.68114,-105.89175,2,Fair,10,15,0,12,31,12,At Montezuma Rd - Accident.
A-3759439,39.61985,-104.89914,2,Fair,10,5,0,13,31,12,At CO-88/Belleview Ave/Exit 199 - Accident.
A-3759442,39.62045,-104.89949,1,Fair,10,5,0,13,31,12,At CO-88/Belleview Ave/Exit 199 - Accident. Right lane blocked.
A-3759444,40.18415,-104.98002,2,Fair,10,5,0,14,31,12,At CO-66/Exit 243 - Accident. Right lane blocked.
A-3759445,40.18415,-104.98002,1,Fair,10,0,0,14,31,12,At CO-66/Exit 243 - Accident. Right lane blocked.
A-3759446,39.76021,-105.00605,2,Fair,30,5,0,14,31,12,At 20th St/Exit 212 - Accident.
A-3759451,39.71172,-104.82667,2,Fair,10,5,0,14,31,12,At E Alameda Ave/Exit 8 - Accident.
A-3759453,39.23128,-104.87756,2,Fair,10,10,0,15,31,12,At Upper Lake Gulch Rd/Exit 172 - Accident.
A-3759454,39.88472,-104.98766,2,Fair,30,5,0,15,31,12,At 104th Ave/Exit 221 - Accident.
A-3759457,39.21309,-104.87186,1,Fair,10,10,0,16,31,12,At Upper Lake Gulch Rd/Exit 172 - Accident. Left lane blocked.
A-3759458,39.21726,-104.87725,2,Fair,10,0,0,17,31,12,At Greenland Rd/Exit 167 - Accident.
A-3759459,39.82731,-104.98285,2,Fair,10,10,0,17,31,12,At I-25 (North) - Accident.
A-3759461,39.60542,-104.89083,2,Fair,10,5,0,18,31,12,At Orchard Rd/Exit 198 - Accident.
A-3759464,39.81286,-104.98305,2,Fair,10,15,0,18,31,12,At I-76/Exit 216 - Accident.
A-3759465,39.72561,-105.0428,1,Fair,10,10,0,18,31,12,At Lowell Blvd/Perry St - Accident. Right lane blocked.
A-3759466,39.60221,-104.88899,1,Fair,10,5,0,18,31,12,At Orchard Rd/Exit 198 - Accident. Left lane blocked.
A-3759467,39.80703,-104.98287,1,Fair,10,30,0,19,31,12,At I-76/Exit 216 - Accident. Left lane blocked.
A-3759472,39.74985,-105.01742,2,Fair,10,20,0,22,31,12,At 23rd Ave/Exit 211 - Accident.
A-3760413,39.78329,-105.06261,2,Fair,10,45,0,7,3,12,At Harlan St/Exit 270 - Accident.
A-3760417,39.12101,-105.99317,2,Fair,10,15,0,9,3,12,At CR-20 - Accident.
A-3760419,39.73597,-105.0144,2,Fair,10,45,0,7,3,12,At US-40/CO-33/Colfax Ave/Exit 210 - Accident.
A-3760421,39.78313,-105.00679,2,Fair,10,45,0,8,3,12,At Pecos St/Exit 273 - Accident.
A-3760430,39.7802,-104.93225,2,Fair,10,30,0,9,3,12,At Dahlia St/Exit 277 - Accident.
A-3760438,39.60542,-104.89083,2,Fair,10,15,0,12,3,12,At Orchard Rd/Exit 198 - Accident.
A-3760444,39.88473,-104.98744,2,Fair,10,25,0,13,3,12,At 104th Ave/Exit 221 - Accident.
A-3760455,39.31275,-104.88526,2,Fair,10,5,0,17,3,12,At Wilcox St/Plum Crk Pky/Exit 181 - Accident.
A-3760475,39.72556,-105.02211,2,Fair,10,10,0,19,3,12,At Bryant St - Accident.
A-3760476,39.72279,-105.01065,2,Fair,10,10,0,19,3,12,At US-6/6th Ave/Exit 209 - Accident.
A-3760488,39.82731,-104.98285,2,Fair,10,5,0,22,3,12,At I-25 (North) - Accident.
A-3760495,39.82164,-104.98251,2,Fair,10,5,0,22,3,12,At US-36/Exit 217 - Accident. Right lane blocked.
A-3761802,40.2681,-104.792,3,Fair,10,5,0,6,4,12,Closed at County Road 40 - Road closed due to accident.
A-3761805,40.20418,-104.91331,3,Fair,10,0,0,10,4,12,Closed at CR-17 - Road closed due to accident.
A-3761806,39.77171,-104.82035,2,Fair,10,10,0,7,4,12,At I-225 - Accident.
A-3761808,40.2681,-104.792,3,Fair,10,5,0,20,4,12,Closed at County Road 40 - Road closed due to accident.
A-3761809,40.2681,-104.792,3,Fair,10,5,0,20,4,12,Closed at CR-29 - Road closed due to accident.
A-3761810,40.51837,-104.99228,2,Fair,10,5,0,7,4,12,At CO-392/Exit 262 - Accident.
A-3761811,39.78377,-105.0966,2,Fair,10,0,0,7,4,12,At Kipling St/Exit 267 - Accident.
A-3761818,40.18832,-104.81959,3,Fair,5,0,0,19,4,12,Closed at CR-14.5/14th St - Road closed due to accident.
A-3761819,40.17391,-104.81638,3,Fair,5,0,0,19,4,12,Closed at CO-66/Justin Ave - Road closed due to accident.
A-3761823,39.76021,-105.00605,2,Fair,10,5,0,11,4,12,At 20th St/Exit 212 - Accident.
A-3761829,39.77021,-104.9917,2,Fair,10,10,0,12,4,12,At Park Ave/Exit 213 - Accident.
A-3761842,39.72501,-105.18011,2,Fair,10,5,0,15,4,12,At US-6/6th Ave/Exit 261 - Accident.
A-3761843,39.72538,-105.17492,1,Fair,10,5,0,16,4,12,Between Indiana St and US-6 - Accident. Right lane blocked.
A-3761844,39.72501,-105.18011,2,Fair,10,10,0,17,4,12,At US-6/6th Ave/Exit 261 - Accident.
A-3761845,39.71251,-105.30421,2,Fair,10,10,0,17,4,12,At Mt Vernon Cntry Club Rd/Exit 254 - Accident.
A-3761846,39.88473,-104.98744,2,Fair,10,10,0,18,4,12,At 104th Ave/Exit 221 - Accident.
A-3761847,39.04028,-104.84147,2,Fair,10,5,0,19,4,12,At Baptist Rd/Exit 158 - Accident.
A-3761848,37.98623,-103.51819,2,Fair,10,5,0,18,4,12,At CO-101 - Accident.
A-3761849,39.81286,-104.98305,2,Fair,10,5,0,18,4,12,At I-76/Exit 216 - Accident.
A-3761850,40.17391,-104.81638,3,Fair,5,0,0,19,4,12,Closed at Firestone - Road closed due to accident.
A-3761851,40.18832,-104.81959,3,Fair,10,0,0,22,4,12,Closed at County Road 26 - Road closed due to accident.
A-3761852,40.17391,-104.81638,3,Fair,10,0,0,22,4,12,Closed at CO-66/Justin Ave - Road closed due to accident.
A-3761858,39.72557,-105.06053,2,Fair,10,10,0,21,4,12,At CO-95/Sheridan Blvd - Accident.
A-3763884,39.72486,-105.17979,2,Fair,10,5,0,0,5,12,At US-6/6th Ave/Exit 261 - Accident.
A-3763903,40.30296,-104.98074,2,Fair,10,5,0,9,5,12,At CR-34/Exit 245 - Accident.
A-3763910,39.52185,-104.86718,2,Fair,10,10,0,7,5,12,At Lincoln Ave/Exit 193 - Accident.
A-3763919,39.78009,-104.93226,2,Light Rain,10,5,0,9,5,12,At Dahlia St/Exit 277 - Accident.
A-3763920,39.45911,-105.66011,2,Fair,10,10,0,22,5,12,At CR-97/S Foxton Rd - Accident.
A-3763921,39.75964,-105.65416,2,Light Snow,5,15,0,10,5,12,At US-40/Exit 232 - Accident.
A-3763922,39.45911,-105.66011,2,Fair,10,10,0,22,5,12,At CR-62/Geneva Rd/Guanella Pass Rd - Accident.
A-3763927,39.78553,-105.08371,2,Light Rain,30,5,0,11,5,12,At CO-121/Wadsworth Blvd/Exit 269 - Accident.
A-3763933,39.15218,-104.85794,2,Heavy Snow,0,0,0.02,12,5,12,At Greenland Rd/Exit 167 - Accident.
A-3763934,39.82424,-104.96196,2,Light Snow,0,5,0,13,5,12,Ramp to I-270 - Accident.
A-3763936,40.33178,-104.98035,2,Light Rain,10,10,0,14,5,12,At CO-56/Exit 250 - Accident.
A-3763950,40.17762,-104.81715,2,Fair,5,5,0,19,5,12,At CO-66/Justin Ave - Accident. Right lane blocked.
A-3763953,38.34855,-104.80154,2,Fair,10,15,0,20,5,12,At Stone City Rd - Accident.
A-3763961,39.74984,-105.01722,2,Light Snow,5,0,0,19,5,12,At 23rd Ave/Exit 211 - Accident.
A-3763968,40.17762,-104.81715,1,Fair,10,0,0,20,5,12,At CO-66/Justin Ave - Accident. Right lane blocked.
A-3763969,38.34749,-104.79533,2,Fair,10,0,0,22,5,12,At Stone City Rd - Accident. Right lane blocked.
A-3763973,38.34749,-104.79533,1,Fair,10,0,0,22,5,12,At Pueblo - Accident. Right lane blocked.
A-3765315,39.71231,-104.99958,2,Fair,10,0,0,6,6,12,Ramp to I-25 Northbound - Accident.
A-3765320,39.70149,-104.98753,2,Fair,10,0,0,6,6,12,At I-25 - Accident.
A-3765322,39.7257,-105.06052,2,Fair,10,0,0,7,6,12,At CO-121/Wadsworth Blvd - Accident.
A-3765323,39.77834,-104.89542,2,Fair,10,0,0,7,6,12,At Quebec St/Exit 278 - Accident.
A-3765326,39.74984,-105.01722,2,Fair,10,0,0,7,6,12,At 23rd Ave/Exit 211 - Accident.
A-3765327,39.78465,-104.98937,2,Fair,10,0,0,9,6,12,At I-70/Exit 214 - Accident.
A-3765332,39.45921,-105.41173,2,Fair,10,5,0,11,6,12,At CR-97/S Foxton Rd - Accident.
A-3765342,40.38845,-104.99353,2,Fair,10,0,0,12,6,12,At CO-402/Exit 255 - Accident.
A-3765343,39.84236,-104.98402,2,Fair,20,5,0,13,6,12,At 84th Ave/Exit 219 - Accident.
A-3765353,39.28508,-104.89654,2,Fair,10,0,0,14,6,12,At Tomah Rd/Exit 174 - Accident.
A-3765361,39.56206,-105.01539,2,Fair,10,0,0,16,6,12,At Lucent Blvd - Accident.
A-3765364,40.30306,-104.98047,2,Fair,10,0,0,18,6,12,At CO-56/Exit 250 - Accident.
A-3765369,40.30296,-104.98074,2,Fair,10,5,0,18,6,12,At CR-34/Exit 245 - Accident.
A-3765371,39.72524,-105.19173,2,Fair,20,5,0,18,6,12,At CO-470/Johnson Rd - Accident.
A-3765375,39.78024,-104.9905,2,Fair,10,10,0,20,6,12,At I-25/US-87/Valley Hwy/Exit 274 - Accident.
A-3765378,39.77994,-104.97248,2,Fair,10,0,0,19,6,12,At Washington St/Exit 275A - Accident.
A-3765382,39.74985,-105.01742,2,Fair,10,0,0,22,6,12,At 23rd Ave/Exit 211 - Accident.
A-3765383,38.66188,-104.70083,2,Fair,10,10,0,22,6,12,At US-85/US-87/Exit 128 - Accident.
A-3766612,39.77506,-104.85718,2,Fair,10,5,0,7,7,12,At Havana Street/Exit 280 - Accident.
A-3766626,39.6298,-104.90516,2,Fair,10,10,0,11,7,12,At I-225 - Accident.
A-3766627,39.77834,-104.89542,2,Fair,10,30,0,11,7,12,At Quebec St/Exit 278 - Accident.
A-3766644,39.77345,-104.83529,2,Fair,10,5,0,13,7,12,Ramp to I-70 Westbound and Peoria St - Accident.
A-3766645,39.72543,-105.09776,2,Fair,20,40,0,13,7,12,At CR-31 - Accident.
A-3766647,39.78343,-105.06261,2,Fair,10,15,0,17,7,12,At Harlan St/Exit 270 - Accident.
A-3766650,39.61844,-104.89866,2,Fair,10,5,0,18,7,12,At Orchard Rd/Exit 198 - Accident.
A-3766654,39.85574,-104.98716,2,Fair,10,20,0,18,7,12,At 84th Ave/Exit 219 - Accident.
A-3766656,39.88472,-104.98766,2,Fair,10,20,0,18,7,12,At 104th Ave/Exit 221 - Accident.
A-3766657,39.6298,-104.90516,2,Fair,10,0,0,18,7,12,At I-225 - Accident.
A-3767711,39.82379,-104.96419,2,Fair,10,15,0,3,8,12,At I-270/Exit 6 - Accident.
A-3767757,39.72486,-105.17979,2,Fair,30,25,0,16,8,12,At US-6/6th Ave/Exit 261 - Accident.
A-3767759,39.60499,-104.89093,2,Fair,10,5,0,15,8,12,At CO-88/Arapahoe Rd/Exit 197 - Accident.
A-3767761,40.4749,-104.99205,2,Fair,10,5,0,17,8,12,At Crossroads Blvd/Exit 259 - Accident.
A-3767762,39.24507,-104.87988,2,Fair,10,10,0,18,8,12,At Upper Lake Gulch Rd/Exit 172 - Accident.
A-3767763,39.77348,-104.83873,2,Fair,10,10,0,16,8,12,At I-225 - Accident.
A-3767764,39.24496,-104.88004,2,Fair,10,10,0,18,8,12,At Upper Lake Gulch Rd/Exit 172 - Accident.
A-3767765,39.74984,-105.01722,2,Fair,30,20,0,18,8,12,At 23rd Ave/Exit 211 - Accident.
A-3769476,37.90797,-104.82887,2,Fair,10,0,0,7,9,12,At Graneros Rd/Exit 71 - Accident.
A-3769481,39.72563,-105.07871,2,Fair,10,5,0,8,9,12,At CO-121/Wadsworth Blvd - Accident.
A-3769488,39.95859,-104.76907,2,Fair,10,10,0,9,9,12,Between 136th Ave/Exit 20 and 168th Ave/Exit 25 - Accident.
A-3769489,39.97915,-104.74434,2,Fair,10,10,0,9,9,12,Between 168th Ave/Exit 25 and 144th Ave/Exit 21 - Accident.
A-3769490,39.97241,-104.75141,3,Fair,10,15,0,9,9,12,Closed between Bromley Ave/Exit 22 and 144th Ave/Exit 21 - Road closed due to accident.
A-3769511,39.78431,-105.11665,2,Fair,15,5,0,16,9,12,At CO-72/44th Ave/Ward Rd/Exit 266 - Accident.
A-3769517,39.95073,-105.15447,1,Fair,30,0,0,18,9,12,At Flatiron Cir - Accident.
A-3769520,39.83552,-105.02235,1,Fair,30,0,0,18,9,12,At Federal Blvd - Accident.
A-3769525,39.78553,-105.08371,2,Fair,30,0,0,19,9,12,At CO-121/Wadsworth Blvd/Exit 269 - Accident.
A-3769527,39.55815,-105.10033,2,Fair,10,0,0,19,9,12,At Kipling Pky - Accident.
A-3769528,39.55792,-105.10028,2,Fair,10,0,0,19,9,12,At CO-121/Wadsworth Blvd - Accident.
A-3769529,38.78668,-104.79108,2,Fair,10,5,0,21,9,12,At CO-83/Academy Blvd/Exit 135 - Accident.
A-3769530,39.45056,-104.87576,2,Fair,10,5,0,20,9,12,At Happy Canyon Rd/Exit 187 - Accident.
A-3770961,40.28856,-104.97998,2,Fair,5,0,0,6,10,12,At CO-56/Exit 250 - Accident.
A-3770962,40.30295,-104.98044,1,Fair,5,0,0,5,10,12,At CO-56/Exit 250 - Accident.
A-3770963,39.61985,-104.89914,2,Fair,10,5,0,7,10,12,At CO-88/Belleview Ave/Exit 199 - Accident.
A-3770964,39.11533,-108.54475,2,Fair,10,5,0,10,10,12,At Horizon Drive/Exit 31 - Accident.
A-3770965,39.13818,-104.86255,2,Fair,10,5,0,8,10,12,At County Line Rd/Exit 163 - Accident.
A-3770966,39.77506,-104.85718,2,Fair,10,5,0,8,10,12,At Havana Street/Exit 280 - Accident.
A-3770969,40.25399,-103.72543,3,Unknown,0,0,0,10,10,12,Closed at CR-24 - Road closed due to accident.
A-3770970,40.25393,-103.69716,3,Unknown,0,0,0,10,10,12,Closed at CR-20/CR-2000/Barlow Rd - Road closed due to accident.
A-3770974,38.47787,-102.78661,2,Fair,10,5,0,20,10,12,At S-287/S Wansted St - Accident.
A-3770978,39.88473,-104.98744,2,Fair,10,5,0,13,10,12,At 104th Ave/Exit 221 - Accident.
A-3770980,38.27431,-104.60385,2,Fair,10,10,0,14,10,12,At 13th St/Exit 99 - Accident.
A-3770983,39.78553,-105.08371,2,Fair,10,5,0,14,10,12,At CO-121/Wadsworth Blvd/Exit 269 - Accident.
A-3770984,39.72565,-105.00161,2,Fair,10,5,0,15,10,12,At Kalamath St - Accident. Two lanes blocked.
A-3770985,38.28969,-104.60688,2,Fair,10,10,0,15,10,12,Between US-50/Exit 100 and 29th St/Exit 100 - Accident. Roadway reduced to 1 lane.
A-3770989,39.61985,-104.89914,2,Fair,10,5,0,17,10,12,At CO-88/Belleview Ave/Exit 199 - Accident.
A-3770990,39.62054,-104.89954,1,Fair,10,5,0,17,10,12,At CO-88/Belleview Ave/Exit 199 - Accident. Lane blocked.
